Features,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10
NUAK1,-0.4534,-0.4181,0.6095,-0.1304,1.3909,-1.1847,-0.5755,0.1352,0.3384,-0.6414
CD511705,0.4607,0.3777,-0.2306,0.3078,0.8288,-0.956,-1.1635,-1.069,-0.8962,-0.7157
BBS9,-1.5317,-1.0268,-0.3159,0.706,1.1985,0.1098,1.087,0.2241,0.8219,0.3883
PLEKHG2,0.0487,-0.9218,0.0914,-1.1608,1.0331,-0.4936,-0.5435,-0.9259,-0.1701,-0.3197
AMAC1,0.4555,-0.1369,0.5685,1.2448,-0.6993,2.2906,1.1346,2.4624,0.505,-0.9235
TMCO5A,0.862,-0.0135,0.9151,-0.5699,0.5781,0.8286,-0.1747,0.2298,0.3525,1.2197
FN3K,1.276,-0.842,-0.2862,0.7483,0.0531,0.7147,-0.076,3.3855,-0.7805,-0.2569
C20orf186,-0.9643,-0.1855,0.0343,0.3131,0.1676,-0.6372,-0.5276,-0.1127,0.1643,-0.1534
CV575492,-1.4898,0.8844,1.295,-1.2544,-0.0049,0.0792,-1.5629,-1.7541,1.1908,-0.5526
RNH1,1.6966,0.0361,0.2731,1.1871,0.7278,1.3687,0.1393,2.8478,-0.7411,-0.1493
LOC389676,0.5577,0.4598,-0.0262,0.7075,0.3511,0.8134,0.1593,0.1581,0.3391,-0.279
AA777331,-1.0952,-0.8351,-0.2531,0.3406,2.0787,-1.0039,-0.661,-1.0947,-2.2282,-0.9025
AA446159,-0.4412,-0.8065,0.3081,-0.8835,0.5069,0.5946,-0.6326,-0.2377,0.8553,-0.0881
BX088927,-1.5808,0.4115,1.6323,-0.582,-0.6433,-0.2175,0.5787,0.5414,-1.3065,0.552
C5orf4,1.9075,-1.0301,-0.4808,2.0625,-0.021,2.6898,1.4968,-0.3156,0.1454,-0.2171
BX344951,0.6042,0.1783,1.1979,0.1813,-0.7727,1.4276,1.3729,0.4799,0.2471,2.9955
AW665974,-0.234,-0.6791,0.1641,0.0368,-0.96,0.5663,-1.0852,-1.8616,1.2047,-0.9014
MYO9A,0.0299,-0.5677,1.0008,-0.0101,0.246,-1.5987,1.0487,-1.6206,-0.8903,-0.5163
ODZ2,-0.6265,-1.6423,1.4342,-1.3515,2.1355,-0.3741,0.5029,-1.0449,1.6988,-1.3164
PGRMC2,-0.4442,1.1526,0.134,0.3388,-0.0352,0.1004,-1.0353,0.8437,-0.3961,0.5652
LOC157627,-0.7836,0.7493,1.6906,-0.4156,-1.386,0.6315,0.7218,0.7376,-0.0835,-0.3744
BC028967,0.6359,0.6548,-0.4144,0.4372,1.9188,-0.2997,-1.1686,-0.1205,-0.0392,-1.4323
PPIP5K1,0.5797,-0.6217,-0.8172,-0.8723,0.0287,-0.0939,0.3923,1.4336,-0.2171,-0.6009
BC038576,0.9354,-0.5327,0.0059,0.5564,1.5342,0.7935,0.7462,-0.0634,-0.5905,-0.0696
SNRNP40,-1.3671,-0.0847,0.3092,0.4331,-0.1282,-0.1077,0.8707,-0.5906,0.7995,0.7353
KREMEN2,2.4606,1.8096,-0.4987,-0.7048,-0.0427,0.3684,-0.7003,-0.7651,-0.1685,-0.2178
BX100853,0.0739,0.0653,0.0418,1.7814,0.2077,0.0599,-1.0447,0.0783,-0.0211,-0.2877
TMEM132A,2.5007,1.4743,-0.1227,-0.1325,-0.9325,-0.5972,0.7044,-0.2018,-1.3417,-0.2384
BECN1,-1.2994,-0.239,0.6564,0.4898,0.2842,1.7851,0.0557,2.9095,-0.025,0.6448
TMEM128,-0.0937,-0.6879,-0.47,0.428,0.3998,-0.5206,-0.1707,-0.9968,0.1976,-0.3249
HIST1H2BH,0.4584,-0.6833,-0.0969,1.1277,-0.3423,0.1917,-0.9297,-0.0155,-0.8697,-0.0841
CAPN8,0.6,-0.872,0.0135,0.5509,-1.0738,2.0342,0.8516,-0.9489,-0.8984,0.9053
TRIM36,-0.3872,-0.4102,-0.3905,0.6972,-0.5122,-0.7196,-0.7519,-0.0518,-0.4684,-1.4823
PMP2,0.377,-0.5458,-0.483,-0.5442,-0.4899,0.2348,0.5259,-0.3149,1.1719,-0.584
UACA,-1.5471,-1.2749,1.0361,-0.5385,0.5501,0.0813,2.0845,-0.6497,-0.8724,0.0107
TRIM43,-0.5856,1.8278,0.4374,1.1997,0.6344,0.9496,-0.0412,1.9762,1.5668,1.2341
C15orf2,0.1509,-0.1175,0.7535,0.2062,-0.3171,1.612,0.2243,2.1619,-0.3591,0.8853
XIST,-0.3333,-2.1099,-0.9872,-0.0723,0.1457,-0.1959,1.2403,1.0995,-0.0771,0.2189
PNPLA6,-1.5505,0.0458,-0.3512,-1.1338,-1.614,-1.2884,-0.6835,-0.5465,-0.2464,-0.606
FAM60A,0.4637,1.5887,-2.1211,0.2415,-0.5157,-1.1786,1.0679,-2.2386,0.1996,-1.3594
BE348264,-2.3415,-0.5663,0.9765,-0.1083,-0.7877,-1.3409,-1.3546,1.0515,-0.1473,1.2966
C3orf70,-1.362,-0.5877,-0.1033,-0.4828,0.3351,0.3048,-0.1419,-0.9599,-0.2409,0.6549
PUM1,-1.8763,-1.062,-0.3406,-0.6228,-1.2364,-0.9973,0.9455,-1.0535,-1.0888,-0.0534
MTA1,1.4576,1.1497,-0.4004,-0.2212,-0.2708,1.2927,-0.8807,-0.2857,-0.446,-0.3657
OR2D3,-1.2982,-0.1715,-0.2375,-0.8688,-1.695,0.2001,0.1016,-1.225,-0.0741,0.4319
FLJ38576,-0.718,-1.2507,-0.9792,-0.6226,1.8314,-0.4143,0.4958,-0.6735,-0.1395,0.9488
MSTN,-0.4022,0.159,0.0099,-0.5477,-0.2811,-0.8052,-0.2846,-2.2597,-1.4709,1.1011
PGPEP1L,0.0326,-0.1165,0.3959,-0.1368,0.1481,0.0397,0.8928,0.7848,0.1152,1.1599
SAA1,1.0943,-1.1423,-1.3151,-1.0837,-1.3357,-0.7614,1.2586,-0.2197,-0.554,0.1344
AW665857,2.2349,0.2739,0.3295,-2.0703,-1.1978,1.9792,-0.0661,-0.1694,-0.4562,1.6242
AI934440,-1.1458,0.3033,0.2261,0.5531,0.5449,0.2796,0.4622,2.0476,1.3573,0.016
ALDH3A2,-0.1934,-1.4117,-0.8858,0.4094,-0.0267,0.9604,0.9302,1.0015,0.7348,0.4927
CFI,0.0492,0.4276,0.0479,-0.6987,0.366,-0.004,1.1545,-0.1171,-0.3569,-0.703
LOC146336,-0.0108,0.1257,-0.634,-0.013,0.0039,0.6773,-0.3469,0.2635,0.6718,-0.6764
CMKLR1,-0.6073,0.4043,-1.018,-0.5099,-0.0924,-0.4592,-0.9554,-0.4733,1.3958,0.0336
FAM43A,-0.613,-0.3728,-0.3973,-1.268,-0.8096,-0.2656,0.3765,-1.3728,-0.3418,-0.7663
NAGS,-0.6768,0.0297,0.2988,-0.5415,-0.365,0.2119,0.1068,2.3939,-0.0822,-0.8103
W16425,-1.0888,3.2029,1.5172,-0.6483,-0.0906,-0.9086,-2.103,1.6887,0.0652,1.5506
C2orf57,-0.1733,-0.2706,-1.4395,-0.3386,0.2601,1.0006,-0.1369,-0.407,-0.8756,-0.3756
AA876183,-0.7026,-0.9277,1.1516,-0.2387,-1.0297,-0.1622,1.7033,-0.8639,0.3722,1.8277
SIK1,-0.6094,-0.5019,0.8385,-0.1084,0.2861,-1.2643,1.1818,1.967,0.5808,0.7358
TNFAIP1,2.135,0.0888,0.7196,0.1909,-0.5096,0.1178,-0.7613,-0.2284,-0.6521,0.5302
LY6G6C,0.8354,0.1833,1.073,0.6032,-0.064,1.9239,0.0756,1.6934,0.0831,1.1041
HIST1H3H,-0.0251,0.2039,-0.9319,1.4303,-0.6078,0.0832,-0.4729,0.9377,-0.4601,-0.2363
UBE3C,0.2408,1.4777,1.4813,0.1962,-1.3097,0.1632,-0.0895,0.3192,1.1678,0.7197
SNAPC2,0.0634,-0.0407,1.3691,0.7021,-0.4733,1.0883,-1.1029,-0.6513,0.1191,-0.0214
SYNGR2,-0.1266,-0.3585,1.3421,0.3547,-1.2151,0.1635,-0.268,1.8408,0.1972,-0.7621
AW589737,1.112,-0.7085,1.4561,0.0392,0.8627,2.0458,-1.2125,1.7569,0.5037,1.4654
BF434902,-0.5448,0.4227,0.0884,0.1528,-0.4896,0.912,0.9267,2.0345,-1.0494,-0.7296
BE327662,3.1218,2.5599,1.2746,1.4037,0.0673,-0.5653,-0.2422,-0.9819,-0.3522,-0.514
NEDD1,-0.2838,-0.293,-0.6378,0.9488,0.6735,0.9894,-0.1957,2.9798,1.4991,1.1647
FEM1B,1.9222,1.1338,0.3477,0.1621,0.7924,-0.4874,-0.0506,0.2317,-0.1801,0.3205
AX747367,-0.3089,0.1634,-0.0307,-0.2196,-2.0635,-0.1303,-1.0651,-1.0987,0.0025,-2.3515
DB352743,-1.0613,-1.2245,-0.4393,-0.714,1.1203,0.3788,-1.1878,-0.2912,0.5675,0.7947
ZEB1,-0.7483,0.2621,1.1131,0.7033,2.748,0.1716,-0.5541,-0.125,0.215,0.9243
ZCCHC10,-0.4548,-0.4746,-0.3142,-0.9307,-0.7422,-1.3301,-1.2142,0.2767,0.5603,0.2031
AK021896,0.3433,-0.807,3.0468,-0.5222,0.3409,0.5157,-0.2033,1.9625,0.2424,-0.6385
ZNF192,-1.2128,-0.8427,0.5344,0.2679,1.1652,0.3511,0.0698,0.6568,-0.3134,1.6168
CCDC112,-0.8638,-1.022,-0.6208,0.3915,0.9374,-0.6526,1.1312,1.7386,0.483,0.4396
SHF,-0.2039,-1.4571,0.2,-0.3016,-0.0338,0.5664,1.409,-0.4411,-0.5127,-0.3497
EIF5AL1,-0.0819,1.0652,-0.4776,-1.7857,1.1543,-1.1878,1.1446,-1.1677,-0.7735,0.3972
ZNF670,1.1965,0.7232,-0.2322,0.1364,0.8548,-0.3181,-0.2319,-0.3639,0.9923,-0.7133
CA428974,0.8482,-0.6046,1.2627,-2.0846,0.6518,0.3706,0.5982,0.6217,2.0599,-0.484
SERP2,-0.7319,-1.4296,0.4178,-0.0899,0.2607,0.2228,0.1094,-1.5255,-1.5925,0.1764
AK124173,-0.5406,-1.3422,1.1337,-0.1856,-0.4522,0.0788,0.4999,0.2369,-0.4024,-0.7269
C2orf66,0.4706,0.5476,-0.8445,-0.1718,-0.5122,-1.036,-0.7655,-0.9187,-1.4144,-0.9889
AW469767,-0.6935,0.6448,1.284,-0.9185,0.3123,0.1017,0.4496,-1.0042,0.0836,0.251
AA677561,-1.7316,1.288,2.3096,0.9564,1.2736,0.5581,0.0026,-0.9355,-0.3797,0.7024
IRS1,1.4534,-0.6308,0.7051,0.9262,0.6861,2.0048,1.3956,1.0715,0.9092,0.9214
BX102106,-0.0081,-2.4707,0.4868,0.1613,0.4666,0.3072,-1.469,1.4815,0.124,-0.8478
EIF2C1,-1.8854,0.5658,-0.6499,0.0334,-1.0982,-0.9542,-0.5942,-0.6416,-0.5134,0.2041
PPP1R3E,0.1346,-1.443,0.6293,-0.5839,-0.964,-0.704,-0.336,0.9875,-0.4888,-0.6083
LYPLA2,-0.1994,1.5937,1.0705,1.2574,0.7387,1.3708,-0.186,-0.9068,0.0074,1.2304
BX113851,-1.1829,0.0924,0.1751,-1.2758,0.3967,1.485,-1.0105,-0.0599,-0.5033,0.4677
RGS4,-0.6653,-0.577,1.3087,-0.7822,2.5793,-0.9166,0.9288,1.4122,1.0288,0.4228
ZNF502,1.8008,-0.5106,-1.215,-0.8981,0.3364,0.7885,2.0557,-1.4585,-1.0613,0.9274
FJH1,1.9293,1.3223,0.7172,-1.4224,1.0325,0.7711,-0.7369,0.0578,1.7112,-0.3574
BG206007,-0.9149,0.2078,0.9012,-0.4613,0.7335,1.2027,-0.6378,-1.2518,1.3362,-0.2997
NDUFS3,0.9273,-0.7905,-0.2953,-0.2797,-1.0271,-0.615,-0.7778,-0.2305,-0.8081,-0.7793
DB341593,-0.3488,-0.1975,0.8779,-0.7362,-0.1969,0.4062,0.2003,-0.0157,-1.4815,-0.067
FUT11,0.9077,0.6106,0.5919,-0.0121,0.7315,1.4142,1.978,2.6821,1.5686,0.0749
RHBDF1,-0.0152,0.8524,1.8087,0.6493,0.2093,0.783,-0.6857,0.0221,0.0863,-0.2117
ZNF833P,-0.0715,-0.5874,-1.0758,0.6226,0.7824,0.1764,1.3446,0.6983,-1.4238,-1.6376
BC062470,-1.0265,0.2994,-0.2955,1.2216,0.1492,0.1238,-0.3503,-0.5554,2.6036,-0.2486
RTBDN,3.1296,-0.397,0.5149,-0.1892,-0.1168,-0.2366,0.4289,0.449,-0.8095,-0.4954
DB312214,0.8002,-0.0373,-1.1612,-0.4411,0.1622,0.3149,-0.4458,0.7611,0.7886,0.6709
HENMT1,-0.0091,0.5001,0.1387,-0.4949,-0.5493,-0.6769,0.1053,-1.9854,-1.2838,-0.1693
AI088589,-0.9754,0.5287,0.3616,0.3728,0.8417,0.6964,-0.502,0.0834,-1.3922,-0.3454
DNAH12,-0.2056,-0.2921,-0.4074,1.1527,-0.3886,-0.5422,-0.1928,-0.1736,-0.2486,-0.3914
DB336496,2.0449,-0.4752,-0.1378,-0.1278,0.6813,0.2413,0.6132,2.0856,0.5095,-0.4932
CDC34,0.7659,2.7293,1.0771,0.7318,-0.5052,0.7464,-0.2091,0.521,-0.2342,-0.0865
GZMM,0.7123,-0.5101,-0.2831,0.2327,-0.9452,-0.2459,-0.5285,-0.3528,-1.6625,0.7253
MRPL45P2,0.3253,-1.0156,1.324,0.5789,0.7574,0.2684,0.9837,1.1823,0.8528,1.123
SKP2,-0.6892,1.0105,-1.0725,-0.0801,-0.5319,-1.5035,-0.9757,-0.893,0.0819,-0.8486
FRMPD3,3.772,0.7232,-0.2062,-0.1264,0.0081,1.413,-0.8046,-0.2104,-0.2532,1.7572
BQ025638,1.44,-0.3991,-2.1442,-0.0065,0.1411,-0.0009,0.7352,1.4093,0.2482,-0.5328
GPR39,-1.0774,1.3147,0.8807,-0.5799,0.2211,-0.2786,-0.1163,0.2098,0.147,-0.1206
OR4N5,-1.4019,0.5934,0.3896,-0.0423,3.1854,-0.5513,0.4167,0.8619,-1.9373,0.9054
CA389367,-0.8553,0.8901,0.2454,1.2342,-1.2196,0.1566,-0.602,0.6682,0.7415,-0.7882
GOLGA7B,3.2795,0.2127,-1.0146,-0.4846,-0.5476,-0.1732,-0.4146,0.3329,-0.7701,-0.2864
AW274055,0.9694,-0.8814,0.2963,-0.313,0.796,0.0582,-0.7759,-0.6717,0.005,0.3975
BC039440,-1.2987,-0.3534,-0.299,-0.4025,0.4731,0.1868,-0.2831,-0.2523,-0.2227,0.8058
SPINK7,1.2028,-0.7241,1.0238,-0.0605,-0.3071,1.5092,0.2209,-0.8853,-1.5152,0.095
LCN6,-1.2279,-0.981,-1.1117,0.0556,-0.9035,0.0535,0.7771,-0.7262,-0.0115,1.0741
RPL3,-0.1833,-0.6948,0.3483,-1.1722,0.4512,0.5682,1.7064,-2.1243,0.7446,1.342
C6orf208,-0.5061,-0.2774,5.7065,0.2355,-0.5505,0.567,0.9652,0.2482,-0.5921,0.7964
C8orf58,-1.0734,-1.0856,-0.0832,-0.5769,2.4434,0.0807,0.9083,-0.9308,-1.0943,-0.6035
HYLS1,-0.3031,0.4903,-1.3595,1.8998,1.7315,1.0654,0.3464,2.0339,1.4722,1.3101
BX096516,-0.5765,1.654,0.1828,-1.0286,-0.1239,-0.671,-0.8162,-0.2106,0.314,0.3354
BC042023,-1.1321,0.0714,0.8439,-1.196,-0.2476,0.2778,-0.2265,-1.011,-0.6742,-0.7317
AW089106,-0.3609,0.7876,0.1997,0.2046,0.1062,0.8354,-0.7889,0.8484,-0.0179,0.0577
PPY2,2.4529,0.6485,1.2244,-0.1197,-0.4503,1.4443,0.4444,2.6829,0.1559,1.0219
CABS1,-2.6261,0.2074,-0.3073,0.6026,0.1927,-0.5242,0.455,0.5325,-0.657,-0.8564
BE612775,-0.4307,0.5122,0.3715,-0.0376,0.2228,-1.1407,0.218,-1.0764,-0.8693,0.2489
TMEM229A,-0.7685,1.04,1.6144,-0.1573,0.9624,1.3384,0.4937,-0.4085,1.3856,-0.3943
NLRP9,-0.8163,-0.2561,-1.955,0.9334,-0.1351,0.008,-1.3435,-0.1546,1.2109,-0.4399
ZNF527,-0.3331,0.974,0.1019,-0.4343,0.1521,0.327,0.9699,-1.0574,1.035,4.185
AW301110,-0.7359,-1.038,-0.0692,0.3187,-0.9651,0.515,0.4311,0.3552,-0.5158,-0.7118
CHD9,-0.8974,-0.652,-1.3146,-1.7943,-0.7245,-0.327,0.8139,-1.674,-1.7196,-0.982
FMOD,-1.0278,-0.7375,1.6623,0.718,0.2669,2.6818,-0.1136,-1.3249,-1.202,1.5627
IRS4,0.0315,-0.1804,-0.419,0.1618,-1.2061,-0.8596,0.5174,0.1124,1.1355,-2.4846
NFKB2,-0.4994,-0.5635,0.3743,-1.1006,-0.4332,-0.4881,-0.6322,-0.7665,-0.0003,-0.5044
FAM98B,0.2697,-0.1158,0.8067,0.5964,0.139,1.2126,1.2215,0.3792,-1.6208,0.5919
HOOK2,1.457,0.4823,0.6208,-0.4399,-0.0635,2.1475,0.7948,0.839,0.1811,1.1063
DB302507,-0.9502,1.4312,-1.3458,-0.4943,-0.207,-0.7729,-0.6362,0.1217,0.6186,-1.4273
PCSK4,-0.2876,0.1017,0.3244,0.3917,-0.5679,0.7629,-0.5979,0.2046,0.2894,-0.0232
TMEM71,-1.1554,-1.1546,-0.9675,-0.583,-0.4811,-0.4337,0.9494,-0.0811,-0.2674,0.5011
AK097995,-0.03,1.6228,1.1156,-0.4788,1.5457,0.3685,-0.1015,-0.3196,1.1125,-0.1153
BX096345,0.6329,1.0811,0.5272,-0.2432,-0.3183,-1.0414,-0.2799,-1.2149,2.5413,0.3212
GPR61,0.1429,1.1613,1.2789,-2.3928,1.5837,0.9862,1.7726,1.7249,-1.5195,1.5157
NXF5,-0.3682,1.1504,0.6618,-0.872,-2.399,0.0486,0.0409,0.1108,-0.5455,0.2425
BU753045,1.3451,-1.3032,-0.3609,-0.4926,-0.0537,2.4266,0.6783,-1.3223,0.0928,1.1265
AW292906,0.5617,-0.5647,-0.7261,-2.0025,1.1772,-0.1414,0.3084,0.9396,0.5949,0.4436
SNURF-SNRPN,-0.7869,1.3377,1.524,1.0674,2.53,0.174,-0.8616,-0.9817,-0.2891,-0.5587
AA017152,-0.5231,0.698,0.002,1.5707,0.0234,-0.3389,-1.0062,0.9287,1.7143,0.3432
BX119753,-0.7468,0.5964,0.2148,-0.8177,0.0351,0.4408,0.0935,-1.3574,-0.0074,0.3599
AI911349,0.9423,1.1801,1.1578,0.3688,-0.5707,-0.0901,0.0326,1.2475,0.4475,-0.4671
ST6GAL1,-0.819,0.6326,-0.1336,-0.4124,0.0901,0.4867,-0.4751,-1.3638,-1.1491,0.4378
RBM4B,1.1256,-0.1527,1.4834,0.5396,0.4282,1.1811,1.7495,0.0988,1.5551,0.775
BI835545,0.5143,-1.1665,-0.7525,-0.9794,-0.2576,0.3914,0.9944,-0.5086,-0.4211,-0.179
LAMB4,0.5268,-1.3741,-0.7627,0.7025,0.5633,-0.926,-1.7362,0.375,-0.1809,0.5701
CSPG4P5,0.0566,-0.1084,-0.0977,-1.232,-0.4397,-1.3789,-1.4111,1.449,0.1472,-1.424
SPRR2B,0.1878,0.2843,-0.3758,-0.3916,0.4329,-1,-1.371,-0.1425,-0.5394,-0.2015
DUSP23,0.3855,-0.5151,0.3945,-0.5165,1.4516,0.1322,0.6424,-0.3218,-0.0016,-0.5478
DB049699,0.1704,0.9589,-0.2637,-0.6495,0.4528,1.2938,0.3539,0.9098,-0.5013,-1.1901
C1QL3,0.8631,0.4718,0.9786,0.7161,-0.2845,-0.3638,1.5146,0.0044,-1.7264,0.7447
MYO16,-1.2565,-1.5897,-0.6167,1.253,-0.5911,0.3524,0.0574,0.5538,0.5169,-0.7892
C2orf16,-0.0387,0.6163,-0.2556,-1.6041,-2.0591,-0.2743,-1.0417,1.4911,-0.9935,-0.098
BQ012190,-0.2818,1.005,-0.5769,-0.2308,-0.7795,-2.0304,-0.1959,0.7866,0.0198,-0.2589
CCDC164,-0.3986,0.1453,-0.0322,-0.489,-0.4766,-0.4733,-0.9192,-1.3617,-0.6885,-0.2567
RGN,-1.121,0.3013,-0.0335,0.0852,-0.0651,-0.5315,0.7885,-0.8938,-1.0277,0.2257
AI298147,0.3247,-1.0311,1.2886,0.5501,-1.3801,0.3925,0.2037,-0.4553,-1.4982,-0.4553
DOCK10,-2.3596,0.0681,0.3873,-0.3017,-0.5978,0.139,-0.0557,0.5389,1.4848,-0.0229
LOC100630923,-0.7782,-1.3337,-0.3713,-0.3318,-0.7394,-1.1891,-0.3395,-0.2166,-0.3315,-0.83
DA128369,0.1776,-0.4751,0.1791,0.6512,-0.7998,0.5326,-0.0127,-0.9235,0.208,1.8039
ARL5B,0.4318,-0.2355,-0.7061,-0.1889,-0.1903,-0.357,-1.1611,-0.4046,0.5086,-0.0193
SLC25A14,-0.9808,-1.7031,-0.5057,-0.8511,-1.8374,-0.246,-0.6721,-0.0653,0.5179,-0.2311
AW474889,0.6383,0.6609,-0.8539,-2.0367,-0.4336,1.0074,0.37,-1.2186,-0.6239,-1.2567
TMEM63A,1.2924,1.3988,-0.1782,-0.0233,-0.1205,1.626,-0.1779,-1.6051,-1.1798,0.6413
TDGF3,0.4457,0.0406,0.8537,-0.0053,0.9277,1.4917,2.4019,3.0254,-0.3223,0.1114
OR1S1,-0.3176,-1.1538,-0.4522,-0.1346,0.1666,1.2636,-0.9119,-0.811,-0.4982,1.0869
GVIN1,-1.106,-1.0652,-1.1144,-0.9661,-1.5367,-1.4261,0.4983,-1.0726,-0.1859,-0.2295
A3GALT2,-0.2114,0.715,0.0227,-0.4027,1.3672,-0.1102,0.5864,0.016,1.2188,0.7538
AI365515,0.1469,-0.3552,0.6339,-2.2033,-0.6675,0.2147,2.2055,-1.371,1.4401,-0.3731
C9orf21,0.5993,0.468,0.3879,0.5556,0.1162,-0.9833,0.1339,0.9785,-1.165,0.1949
B4GALNT1,-0.1332,0.5591,1.3314,-0.4755,-0.572,-0.2792,0.2236,0.3031,-0.6107,0.0373
DLGAP1,0.1609,-0.7152,0.1541,0.3835,-0.3931,-0.4224,0.7007,0.0158,0.0544,-0.2561
LRFN2,-0.0674,1.4771,1.1777,-0.4414,-0.6863,-0.5665,-1.1638,0.2541,-0.3346,-0.6668
PNLIPRP3,-0.5978,0.1157,0.504,0.1471,-0.3435,-0.5832,-0.3827,-0.1391,0.05,0.1247
HAO1,-0.0742,-0.8376,1.3124,0.3704,-0.6127,0.9136,-0.084,-0.0797,-0.581,1.6519
SLC38A2,-1.9623,0.0003,-0.9855,-0.6097,0.9411,-2.6738,-1.295,-0.5094,-1.6242,-2.1757
USP10,0.6041,0.3449,0.2386,-0.3606,-0.4894,-1.1774,-0.2666,0.0819,0.2877,-0.6804
TMEM106B,-0.7695,-0.1983,-0.2678,-0.204,0.5888,0.039,-1.051,-0.5314,-0.8056,-0.949
LOC149620,-0.6033,0.7432,0.1466,-0.0469,-1.0206,-1.0143,0.7246,-1.5792,0.5023,-0.0287
PPFIA4,0.5347,0.2721,0.3216,-0.4301,-0.2681,2.7378,-0.7104,-0.3385,0.5241,-0.5999
CD164L2,-0.9164,0.561,1.3716,-1.3794,-0.8083,-0.5446,1.4742,-0.0186,-0.6458,-0.5001
MYCT1,-0.8388,-0.0307,-0.4764,-0.287,-1.0215,0.2831,1.1596,0.0571,0.8605,2.7732
BE552449,-0.0764,-0.5293,-0.7398,-0.747,1.2289,0.2409,-1.0984,2.271,0.5791,-0.8743
U03237,-0.9311,0.2137,0.0878,1.6358,-0.5231,-0.5514,0.9041,-0.7029,0.1022,-0.8006
AK096379,1.0655,-2.76,-0.3974,1.5138,0.2631,0.474,0.5965,-1.5145,-0.415,-0.6328
THUMPD1,-1.3225,-1.4146,-0.8498,1.5603,1.0245,0.6588,-0.1344,-0.1501,0.2001,-1.106
AMY1A,0.0227,-0.4337,-0.0843,-0.2577,0.8273,-0.3294,-1.5099,0.3865,-0.7037,-1.7003
PPP2CA,0.3067,-0.694,-0.357,0.6024,0.6443,-0.3384,0.3252,2.078,0.4858,0.783
BU678343,-0.5936,-1.0588,-0.0241,1.4629,0.9262,-1.6087,-0.9249,-0.5,0.3291,-0.7278
KCNAB3,-0.7521,-0.7002,1.3791,-1.0932,0.3659,-0.5459,-0.9278,0.3721,-1.9814,-0.6571
BX109006,-1.8425,-1.3271,-0.1112,0.8998,-0.5561,-0.168,-0.5307,0.5487,0.4956,-0.9868
BF110036,0.0956,-0.0835,-0.8729,0.3115,-0.4257,0.1569,2.7881,-1.035,-0.3561,-0.3351
AL705284,-1.4633,0.9759,-0.798,1.0861,2.1575,-0.4977,-0.1617,-1.7199,-0.3126,0.1752
NIT1,0.578,-0.5447,-1.2061,-0.2846,0.3109,1.3515,-1.2913,0.6346,-0.0647,0.1951
CR743466,-0.7946,0.0158,-0.1623,0.2401,0.7553,1.0122,1.0267,-0.7001,1.7163,-1.7181
RFPL1ANT,-1.4267,1.3874,-0.226,0.3611,-0.8551,-1.0534,1.3878,2.2123,0.01,-0.7551
TMSB15A,-0.5983,1.6125,0.8763,-0.9237,1.3576,-0.4917,-0.1188,-1.0794,0.5277,0.152
TFR2,-0.635,-0.1406,-0.0246,0.0729,1.0704,0.2487,0.9851,0.1042,0.0155,-0.7059
BTNL2,-0.8985,0.3286,0.2435,-0.6968,-0.3849,0.1648,-0.355,-0.274,0.0196,-0.8816
LGALS13,1.3448,2.0786,0.4588,0.9288,1.408,1.5131,1.0918,0.2311,-0.7984,-0.5513
MIR671,0.2466,0.8126,0.8656,0.1148,0.4208,0.8712,-0.3847,-0.7791,0.0121,-0.468
KIR2DL5A,-0.6844,0.2712,-1.1205,0.167,-0.7863,-0.2828,-0.0034,0.91,-0.1178,0.0518
BX107523,0.2313,0.3821,-1.9211,-0.6959,-0.1439,-0.2035,-0.483,0.6902,-1.3001,0.0114
AW772034,-0.9711,-0.502,-1.067,0.5953,0.6136,0.5443,0.5988,1.2413,0.2424,-1.3875
AA861243,1.4845,0.4258,0.3827,-0.774,0.1043,1.4329,1.3213,1.1001,0.4618,-0.4083
PCSK5,-1.5478,-0.441,0.4859,0.1928,0.342,-1.6124,-0.4468,-1.4726,0.2533,0.8105
C14orf38,-0.653,0.4568,-0.0177,0.127,-0.2628,-1.4009,1.258,-0.7763,-0.3432,0.0555
MYOM3,0.3408,-0.8679,-0.7561,-0.7863,-1.3369,-0.0009,-1.802,-1.2389,0.1649,-0.0824
ULK1,0.924,0.1916,0.4431,-1.0928,-1.507,-0.7619,-0.255,-0.3009,-1.0169,-0.3918
DA196996,0.2946,0.0827,-0.054,-0.7549,-0.3176,0.6095,0.3982,2.1399,0.2671,0.8585
FAM90A18,-0.4854,-0.1619,-1.127,0.4776,-0.8292,0.1737,-0.227,-0.915,1.8033,0.596
BE646400,0.3949,-0.5972,0.5774,-0.104,0.884,-0.1755,-1.5768,0.1584,0.9445,-1.2851
PSG2,-0.722,-1.444,0.869,0.6121,0.8091,-0.3694,-0.6121,1.6916,0.6528,-0.0544
RNASE13,-0.2846,-0.4063,-0.2012,1.6474,0.2834,0.0527,-0.0651,-0.0984,1.0977,-0.4
AW290922,-0.9118,0.0978,-0.9683,-1.3641,-0.4603,-1.7745,1.0633,-0.2016,-0.1846,2.0317
MSL3,-0.9301,1.1631,-1.5247,-0.3578,0.1086,-1.3086,-0.7207,-1.7268,-0.8285,-0.3788
HSPC159,-1.4224,0.5239,0.0225,0.1229,0.1191,-0.4543,-1.18,-0.4564,-0.6981,-0.8645
